profile_id,legacy_si_id,RE,CF,TL,CQ,CAP,COP,scenario_key,RE_SC,BM_SC,CP_SC,FL_SC,task_id,year,ATCrate,CarbonPrice,ets_active
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,51,2022,1.06,45.61,1
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,52,2023,1.09,62.79,1
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,53,2024,1.12,70.36,1
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,54,2025,1.15,80.33,1
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,55,2026,1.18,90.3,1
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,56,2027,1.21,100.27,1
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,57,2028,1.24,110.24,1
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,58,2029,1.27,120.21,1
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,59,2030,1.3,130.18,1
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,60,2031,1.36,137.9,1
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,61,2032,1.42,147.31,1
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,62,2033,1.48,156.72,1
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,63,2034,1.54,166.13,1
4,4.0,RE1,CF3,TL1,CQ5,CAP1,COP2,RE1_CF3_TL1_CQ5_CAP1_COP2,BAU,全行业配额,PD,0.0,64,2035,1.6,175.53,1
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,65,2020,1.0,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,66,2021,1.03,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,67,2022,1.06,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,68,2023,1.09,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,69,2024,1.12,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,70,2025,1.15,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,71,2026,1.18,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,72,2027,1.21,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,73,2028,1.24,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,74,2029,1.27,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,75,2030,1.3,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,76,2031,1.36,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,77,2032,1.42,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,78,2033,1.48,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,79,2034,1.54,0.0,0
5,5.0,RE1,CF2,TL1,CQ1,CAP1,COP2,RE1_CF2_TL1_CQ1_CAP1_COP2,BAU,无配额,PD,0.3,80,2035,1.6,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,81,2020,1.0,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,82,2021,1.1,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,83,2022,1.2,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,84,2023,1.3,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,85,2024,1.4,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,86,2025,1.5,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,87,2026,1.6,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,88,2027,1.7,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,89,2028,1.8,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,90,2029,1.9,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,91,2030,2.0,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,92,2031,2.1,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,93,2032,2.2,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,94,2033,2.3,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,95,2034,2.4,0.0,0
6,6.0,RE2,CF2,TL2,CQ1,CAP1,COP1,RE2_CF2_TL2_CQ1_CAP1_COP1,H,无配额,BAU,0.3,96,2035,2.5,0.0,0
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,97,2020,1.0,42.85,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,98,2021,1.1,42.85,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,99,2022,1.2,45.61,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,100,2023,1.3,62.79,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,101,2024,1.4,70.36,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,102,2025,1.5,80.33,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,103,2026,1.6,90.3,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,104,2027,1.7,100.27,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,105,2028,1.8,110.24,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,106,2029,1.9,120.21,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,107,2030,2.0,130.18,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,108,2031,2.1,137.9,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,109,2032,2.2,147.31,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,110,2033,2.3,156.72,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,111,2034,2.4,166.13,1
7,7.0,RE1,CF3,TL2,CQ5,CAP1,COP1,RE1_CF3_TL2_CQ5_CAP1_COP1,BAU,全行业配额,BAU,0.0,112,2035,2.5,175.53,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,113,2020,1.0,42.85,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,114,2021,1.1,42.85,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,115,2022,1.2,45.61,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,116,2023,1.3,127.71,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,117,2024,1.4,209.81,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,118,2025,1.5,291.9,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,119,2026,1.6,374.0,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,120,2027,1.7,456.1,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,121,2028,1.8,456.1,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,122,2029,1.9,456.1,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,123,2030,2.0,456.1,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,124,2031,2.1,456.1,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,125,2032,2.2,456.1,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,126,2033,2.3,456.1,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,127,2034,2.4,456.1,1
8,8.0,RE2,CF3,TL2,CQ2,CAP2,COP1,RE2_CF3_TL2_CQ2_CAP2_COP1,H,基准不变,BAU,0.0,128,2035,2.5,456.1,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,129,2020,1.0,42.85,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,130,2021,1.1,42.85,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,131,2022,1.2,45.61,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,132,2023,1.3,62.79,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,133,2024,1.4,70.36,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,134,2025,1.5,80.33,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,135,2026,1.6,90.3,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,136,2027,1.7,100.27,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,137,2028,1.8,110.24,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,138,2029,1.9,120.21,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,139,2030,2.0,130.18,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,140,2031,2.1,137.9,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,141,2032,2.2,147.31,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,142,2033,2.3,156.72,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,143,2034,2.4,166.13,1
9,9.0,RE2,CF2,TL2,CQ2,CAP1,COP1,RE2_CF2_TL2_CQ2_CAP1_COP1,H,基准不变,BAU,0.3,144,2035,2.5,175.53,1
10,10.0,RE1,CF2,TL2,CQ6,CAP2,COP1,RE1_CF2_TL2_CQ6_CAP2_COP1,BAU,电力配额,BAU,0.3,145,2020,1.0,42.85,1
10,10.0,RE1,CF2,TL2,CQ6,CAP2,COP1,RE1_CF2_TL2_CQ6_CAP2_COP1,BAU,电力配额,BAU,0.3,146,2021,1.1,42.85,1
10,10.0,RE1,CF2,TL2,CQ6,CAP2,COP1,RE1_CF2_TL2_CQ6_CAP2_COP1,BAU,电力配额,BAU,0.3,147,2022,1.2,45.61,1
10,10.0,RE1,CF2,TL2,CQ6,CAP2,COP1,RE1_CF2_TL2_CQ6_CAP2_COP1,BAU,电力配额,BAU,0.3,148,2023,1.3,127.71,1
10,10.0,RE1,CF2,TL2,CQ6,CAP2,COP1,RE1_CF2_TL2_CQ6_CAP2_COP1,BAU,电力配额,BAU,0.3,149,2024,1.4,209.81,1
10,10.0,RE1,CF2,TL2,CQ6,CAP2,COP1,RE1_CF2_TL2_CQ6_CAP2_COP1,BAU,电力配额,BAU,0.3,150,2025,1.5,291.9,1
10,10.0,RE1,CF2,TL2,CQ6,CAP2,COP1,RE1_CF2_TL2_CQ6_CAP2_COP1,BAU,电力配额,BAU,0.3,151,2026,1.6,374.0,1
10,10.0,RE1,CF2,TL2,CQ6,CAP2,COP1,RE1_CF2_TL2_CQ6_CAP2_COP1,BAU,电力配额,BAU,0.3,152,2027,1.7,456.1,1
10,10.0,RE1,CF2,TL2,CQ6,CAP2,COP1,RE1_CF2_TL2_CQ6_CAP2_COP1,BAU,电力配额,BAU,0.3,153,2028,1.8,456.1,1
10,10.0,RE1,CF2,TL2,CQ6,CAP2,COP1,RE1_CF2_TL2_CQ6_CAP2_COP1,BAU,电力配额,BAU,0.3,154,2029,1.9,456.1,1
10,10.0,RE1,CF2,TL2,CQ6,CAP2,COP1,RE1_CF2_TL2_CQ6_CAP2_COP1,BAU,电力配额,BAU,0.3,155,2030,2.0,456.1,1
